date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:40	60575/60575	---M-Z	200	added ('OK')	text/css	etag:%22ec9f-6729eb61-d6397f7f05612a15;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/frontend.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:40	156536/156536	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202024%2003:00:38%20GMT	https://tamubali.com/wp-content/uploads/2024/10/90S_2908.jpg	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/uploads/2024/10/90S_2908.jpg	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:40	100815/100815	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Nov%202024%2003:00:38%20GMT	https://tamubali.com/wp-content/uploads/2024/10/90S_2824.jpg	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/uploads/2024/10/90S_2824.jpg	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:41	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6729eb61-24f4b7ba25eb16cc;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:41	10260/10260	---M-Z	200	added ('OK')	text/css	etag:%222814-6729eb61-fdd02d15cad4a6e8;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:41	334918/334918	---M-Z	200	added ('OK')	text/css	etag:%2251c46-6710bf45-bb57161919998ac8;gz%22	https://tamubali.com/wp-content/plugins/powerpack-elements/assets/css/min/frontend.min.css?ver=2.10.21	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/powerpack-elements/assets/css/min/frontend.min0ee8.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:41	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-673403e0-3d127d3053baa1b9;gz%22	https://tamubali.com/wp-includes/css/dashicons.min.css?ver=6.7	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-includes/css/dashicons.min0b5e.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:41	974/974	---M-Z	200	added ('OK')	text/css	etag:%223ce-6729eb64-a022ea0f42228186;gz%22	https://tamubali.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.25.2	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min7ed1.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:42	13220/13220	---M-Z	200	added ('OK')	text/css	etag:%2233a4-6715bb61-5685e158d27add84;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/assets/css/wdp.css?ver=3.1.11.2	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/weddingpress/assets/css/wdp2ee1.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:42	221088/221088	---M-Z	200	added ('OK')	text/css	etag:%2235fa0-6715bb61-9fd3d3a3a426bd38;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/assets/css/guest-book.css?ver=3.1.11.2	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/weddingpress/assets/css/guest-book2ee1.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:42	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-6729eb61-10af1c3db9c3cb08;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:42	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-6729eb61-c4e0961f5686fe5d;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:43	137/137	---M--	200	added ('OK')	text/css	etag:%2289-6729eb61-97a551903b080941;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:43	130/130	---M--	200	added ('OK')	text/css	etag:%2282-6729eb61-5ea58f4c481d2a23;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:43	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-6729eb61-3153435b52964cd7;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-heading.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:43	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-6729eb61-d6f9f0bff256ae98;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:43	146/146	---M--	200	added ('OK')	text/css	etag:%2292-6729eb61-2098bb1601d2df97;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:44	1364/1364	---M-Z	200	added ('OK')	text/css	etag:%22554-6729eb61-21dc0f05ef87c133;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-spacer.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:44	155/155	---M--	200	added ('OK')	text/css	etag:%229b-6729eb61-46fe324f98da9ec5;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:44	139/139	---M--	200	added ('OK')	text/css	etag:%228b-6729eb61-e5b661d78203bd01;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:44	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-6729eb61-7e6463298a625a33;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-image.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:45	137/137	---M--	200	added ('OK')	text/css	etag:%2289-6729eb61-67d6e353eb0df523;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:45	153/153	---M--	200	added ('OK')	text/css	etag:%2299-6729eb61-252f5c632178811f;;;%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:45	5946/5946	---M-Z	200	added ('OK')	text/css	etag:%22173a-6729eb64-9a35f1149eaa2f59;gz%22	https://tamubali.com/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min.css?ver=3.25.2	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min7ed1.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:45	3303/3303	---M-Z	200	added ('OK')	text/css	etag:%22ce7-6729eb61-6bcbc181953b6e11;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:46	7256/7256	---M-Z	200	added ('OK')	text/css	etag:%221c58-6729eb64-7f447f1ca9a483c3;gz%22	https://tamubali.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.25.2	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min7ed1.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:46	1868/1868	---M-Z	200	added ('OK')	text/css	etag:%2274c-6729eb61-6bc60045a0e6be11;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-video.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:46	4296/4296	---M-Z	200	added ('OK')	text/css	etag:%2210c8-6729eb61-ba1f085106ac0cb5;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-divider.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:46	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-6729eb61-5806806f8c9f5230;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.25.4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min401f.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:46	6236/6236	---M-Z	200	added ('OK')	text/css	etag:%22185c-6715bb61-ba9e5baf1d3d35b2;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/assets/css/exad-styles.min.css?ver=6.7	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/weddingpress/assets/css/exad-styles.min0b5e.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:47	54874/54874	---M-Z	200	added ('OK')	text/css	etag:%22d65a-6715bb61-d340e9d28cbc5677;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/cui_style8a54.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:47	5501/5501	---M-Z	200	added ('OK')	text/css	etag:%22157d-6710bf56-7c8336340b905018;gz%22	https://tamubali.com/wp-content/themes/hello-elementor/style.min.css?ver=3.1.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/themes/hello-elementor/style.minb12b.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:47	5146/5146	---M-Z	200	added ('OK')	text/css	etag:%22141a-6710bf56-1ecafa97b261d4c;gz%22	https://tamubali.com/wp-content/themes/hello-elementor/theme.min.css?ver=3.1.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/themes/hello-elementor/theme.minb12b.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:47	7212/7212	---M-Z	200	added ('OK')	text/css	etag:%221c2c-6710bf56-64698a599905c556;gz%22	https://tamubali.com/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.1.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/themes/hello-elementor/header-footer.minb12b.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:48	528/528	---M-Z	200	added ('OK')	text/css	etag:%22210-6710bf3a-fc19013bda89ed0c;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/select.css?ver=4ee1f96d223446acfad0	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/select4d8c.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:48	1305/1305	---M-Z	200	added ('OK')	text/css	etag:%22519-6710bf3a-a4d8c014bfa7fb72;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/checkbox.css?ver=19d271ec9a29658c31d8	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/checkbox757e.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:48	1207/1207	---M-Z	200	added ('OK')	text/css	etag:%224b7-6710bf3a-fd28d31e4500aeea;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/radio.css?ver=7c6d0d4d7df91e6bd6a4	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/option-field/assets/build/radioffac.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:48	5107/5107	---M-Z	200	added ('OK')	text/css	etag:%2213f3-6710bf3b-401f63333dd1157f;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/advanced-choices/assets/build/main.css?ver=ca05550a7cac3b9b55a3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/advanced-choices/assets/build/main7f2b.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:49	9082/9082	---M-Z	200	added ('OK')	text/css	etag:%22237a-6710bf3a-a80379f956781c73;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/wysiwyg/assets/build/wysiwyg.css?ver=d285f407a2eb42f59621	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/wysiwyg/assets/build/wysiwyg6814.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:49	1628/1628	---M-Z	200	added ('OK')	text/css	etag:%2265c-6710bf3b-dd7f1ae8fb97ff10;gz%22	https://tamubali.com/wp-content/plugins/jetformbuilder/modules/switcher/assets/build/switcher.css?ver=06c887a8b9195e5a119d	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jetformbuilder/modules/switcher/assets/build/switcher720a.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:49	19571/19571	---M-Z	200	added ('OK')	text/css	etag:%224c73-6710bf52-beb13bc89b18e7ee;gz%22	https://tamubali.com/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend.css?ver=2.0.6	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend1717.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:49	124992/124992	---M-Z	200	added ('OK')	text/css	etag:%221e840-6722f31a-c20492736bfe7621;gz%22	https://tamubali.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.3.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons3d36.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:49	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-6729eb61-5806806f8c9f5230;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:50	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-6729eb61-de3b6fcb263e4cb7;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:50	732/732	---M-Z	200	added ('OK')	text/css	etag:%222dc-6729eb61-81084b0e7de42d4f;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:50	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22119f8-6729eb61-3dedae86abb8005c;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:50	727/727	---M-Z	200	added ('OK')	text/css	etag:%222d7-6729eb61-b20318d0a017d0fd;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:51	5225/5225	---M-Z	200	added ('OK')	text/css	etag:%221469-6729eb64-b28f1c82637f4443;gz%22	https://tamubali.com/wp-content/plugins/elementor-pro/assets/css/widget-blockquote.min.css?ver=3.25.0	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor-pro/assets/css/widget-blockquote.min503b.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:51	460543/460543	---M-Z	200	added ('OK')	text/css	etag:%22706ff-6722f31a-22a70237f78fb465;gz%22	https://tamubali.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles3d36.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:51	30299/30299	---M-Z	200	added ('OK')	text/css	etag:%22765b-6722f31a-79c47a1a6c40e336;gz%22	https://tamubali.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.3.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive3d36.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:51	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-6729eb61-b2ef8df5dd742de4;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:51	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-6729eb61-916d2e330962de38;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:52	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-6729eb61-ada894990eda551;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:52	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-6729eb61-a6ba6f2b0210acd9;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://tamubali.com/pawiwahan-arunda-radit3/)
11:00:52	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-673403e1-9a06cbda10de1ecd;gz%22	https://tamubali.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/budia/Downloads/Music/pawiwahan/tamubali.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://tamubali.com/pawiwahan-arunda-radit3/)
